annotation_status,annotation_priority,JID,decision_year,court,JTITLE,JCASE,JNO,JDATE,json_file,contract_price,delay_days,claimed_penalty,allowed_penalty,remaining_ratio,reduction_rate,reduction_bucket,target_quality,x_log_contract_price,x_log_claimed_penalty,x_claim_to_contract_ratio,x_delay_days,x_penalty_per_delay_day,x_issue_owner_fault,x_issue_contractor_fault,x_issue_extension_request,x_issue_actual_damage_unclear,x_issue_partial_completion,x_issue_used_by_owner,x_ai_issue_owner_fault,x_ai_issue_contractor_fault,x_ai_issue_extension_request,x_ai_issue_actual_damage_unclear,x_ai_issue_partial_completion,x_ai_issue_used_by_owner,x_money_candidate_count,x_delay_candidate_count,x_relevance_score,x_penalty_term_count,x_delay_term_count,x_strong_reduction_term_count,x_has_mfa_252,x_has_discretion,x_has_over_high,final_judgment_extraction_status,final_judgment_amount,principal_award_total,final_judgment_amount_text,mean_baseline_predicted_remaining_ratio,mean_baseline_predicted_reduction_rate,mean_baseline_predicted_allowed_penalty,ridge_regression_l2_predicted_remaining_ratio,ridge_regression_l2_predicted_reduction_rate,ridge_regression_l2_predicted_allowed_penalty,lasso_regression_l1_predicted_remaining_ratio,lasso_regression_l1_predicted_reduction_rate,lasso_regression_l1_predicted_allowed_penalty,elastic_net_predicted_remaining_ratio,elastic_net_predicted_reduction_rate,elastic_net_predicted_allowed_penalty,random_forest_predicted_remaining_ratio,random_forest_predicted_reduction_rate,random_forest_predicted_allowed_penalty,extra_trees_predicted_remaining_ratio,extra_trees_predicted_reduction_rate,extra_trees_predicted_allowed_penalty,gradient_boosting_predicted_remaining_ratio,gradient_boosting_predicted_reduction_rate,gradient_boosting_predicted_allowed_penalty,hist_gradient_boosting_predicted_remaining_ratio,hist_gradient_boosting_predicted_reduction_rate,hist_gradient_boosting_predicted_allowed_penalty
ai_assumed_review,,"TCHV,110,建上,69,20220621,1",2022,臺灣高等法院臺中分院民事,給付工程款等,建上,69,20220621,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202206/臺灣高等法院臺中分院民事/TCHV,110,建上,69,20220621,1.json",4393226,420,4393226,3798717,0.86467598,0.13532402,小幅酌減,ok,15.2955743671161,15.2955743671161,1,420,10460.0619047619,0,1,0,1,1,0,0,1,0,1,1,0,36,12,534,2,3,2,0,1,0,first_instance_dismissed_no_award,0,,0,0.663238,0.336762,2913754.425788,0.602478,0.397522,2646822.014028,0.613111,0.386889,2693535.186086,0.609393,0.390607,2677201.171818,0.638243,0.361757,2803945.741918,0.631058,0.368942,2772380.413108,0.64497,0.35503,2833498.973220,0.680766,0.319234,2990758.891116
ai_assumed_review,,"TPHV,113,重上,4,20260429,1",2026,臺灣高等法院民事,履行契約,重上,4,20260429,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202604/臺灣高等法院民事/TPHV,113,重上,4,20260429,1.json",513965000,570,14000000,14000000,1,0,未酌減,ok,20.0576657277158,16.4545678875795,0.0272392088955474,570,24561.4035087719,1,1,1,1,1,1,1,1,1,1,1,1,25,12,517,2,3,4,0,1,1,appeal_dismissed_no_main_amount,,,,0.663238,0.336762,9285332.000000,0.632682,0.367318,8857548.000000,0.625587,0.374413,8758218.000000,0.62458,0.37542,8744120.000000,0.691275,0.308725,9677850.000000,0.639136,0.360864,8947904.000000,0.705804,0.294196,9881256.000000,0.733485,0.266515,10268790.000000
ai_assumed_review,,"TPDV,113,建,253,20251022,1",2025,臺灣臺北地方法院民事,返還不當得利,建,253,20251022,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202510/臺灣臺北地方法院民事/TPDV,113,建,253,20251022,1.json",90474137,19,41590398,29514136,0.70963822,0.29036178,小幅酌減,ok,18.320574588822,17.5433798812814,0.459693779670979,19,2188968.31578947,0,1,1,1,1,0,0,1,1,1,1,0,28,12,509,2,5,3,1,1,1,first_instance_dismissed_no_award,0,,0,0.663238,0.336762,27584332.388724,0.584381,0.415619,24304638.373638,0.591944,0.408056,24619186.553712,0.589814,0.410186,24530599.005972,0.689968,0.310032,28696043.727264,0.629582,0.370418,26184565.953636,0.706374,0.293626,29378375.796852,0.619791,0.380209,25777354.366818
ai_assumed_review,,"TCDV,112,建,14,20250122,1",2025,臺灣臺中地方法院民事,請求工程款,建,14,20250122,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202501/臺灣臺中地方法院民事/TCDV,112,建,14,20250122,1.json",579337881,229,149063636,115867576,0.77730276,0.22269724,小幅酌減,ok,20.1773964249181,18.8198838599823,0.257299998651391,229,650932.908296943,1,1,1,1,1,1,1,1,1,1,1,1,36,12,507,2,4,4,0,1,0,main_text_award,37198008,37198008,"37,198,008",0.663238,0.336762,98864667.813368,0.597756,0.402244,89103682.800816,0.586482,0.413518,87423139.368552,0.587472,0.412528,87570712.368192,0.427976,0.572024,63795658.680736,0.621124,0.378876,92587001.846864,0.466143,0.533857,69484970.475948,0.638305,0.361695,95148064.176980
ai_assumed_review,,"TPDV,107,建,379,20211125,1",2021,臺灣臺北地方法院民事,給付工程款,建,379,20211125,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202111/臺灣臺北地方法院民事/TPDV,107,建,379,20211125,1.json",73400000,45,3419568,3419568,1,0,未酌減,ok,18.1114344935847,15.0450247852708,0.0465881198910082,45,75990.4,1,1,1,1,1,0,1,1,1,1,1,0,19,12,504,2,5,4,1,1,1,main_text_award,1469537,1469537,壹佰肆拾陸萬玖仟伍佰參拾柒,0.663238,0.336762,2267987.441184,0.628393,0.371607,2148832.594224,0.636599,0.363401,2176893.569232,0.633091,0.366909,2164897.724688,0.788484,0.211516,2696274.654912,0.653942,0.346058,2236199.137056,0.748383,0.251617,2559146.558544,0.753366,0.246634,2576186.265888
ai_assumed_review,,"TCDV,110,建,70,20251128,1",2025,臺灣臺中地方法院民事,給付承攬報酬等,建,70,20251128,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202511/臺灣臺中地方法院民事/TCDV,110,建,70,20251128,1.json",45388,30,453879280,453879280,1,0,未酌減,ok,10.7230030319109,19.9333418175634,9999.98413677624,30,15129309.3333333,1,1,1,0,1,0,1,1,1,0,1,0,36,12,502,2,4,4,1,1,1,main_text_award,10373369,10373369,1037萬3369,0.663238,0.336762,301029985.908640,0.578896,0.421104,262748899.674880,0.580361,0.419639,263413832.820080,0.578624,0.421376,262625444.510720,0.39157,0.60843,177725509.669600,0.649033,0.350967,294582630.736240,0.419312,0.580688,190317028.655360,0.592051,0.407949,268719681.603280
ai_assumed_review,,"TPDV,107,建,232,20230630,6",2023,臺灣臺北地方法院民事,給付工程款,建,232,20230630,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202306/臺灣臺北地方法院民事/TPDV,107,建,232,20230630,6.json",82956632,4,820574,820574,1,0,未酌減,ok,18.2338285231829,13.6177593743547,0.00989160215665458,4,205143.5,1,1,1,1,1,1,1,1,1,1,1,1,36,12,499,2,4,4,1,1,1,main_text_award,6257952,6257952,陸佰貳拾伍萬柒仟玖佰伍拾貳,0.663238,0.336762,544235.858612,0.700915,0.299085,575152.625210,0.699152,0.300848,573705.953248,0.702468,0.297532,576426.976632,0.787781,0.212219,646432.606294,0.671513,0.328487,551026.108462,0.748953,0.251047,614571.359022,0.901771,0.098229,739969.836554
ai_assumed_review,,"CHDV,107,建,30,20211222,1",2021,臺灣彰化地方法院民事,給付工程款,建,30,20211222,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202112/臺灣彰化地方法院民事/CHDV,107,建,30,20211222,1.json",2666225773,307,818531312,34293685,0.04189661,0.95810339,全免或近乎全免,ok,21.7039297411638,20.5230222093889,0.306999999883356,307,2666225.77198697,1,1,1,1,1,1,1,1,1,1,1,1,36,12,487,2,4,4,0,0,1,main_text_award,221004630,221004630,壹億壹仟零伍拾萬貳仟參佰壹拾伍 + 壹億零陸佰零捌萬貳仟貳佰貳拾貳 + 肆佰肆拾貳萬零玖拾參,0.663238,0.336762,542881070.308256,0.55758,0.44242,456396688.944960,0.543254,0.456746,444670409.369248,0.54311,0.45689,444552540.860320,0.409987,0.590013,335587197.012944,0.616698,0.383302,504786623.047776,0.466143,0.533857,381552641.369616,0.58156,0.41844,476025069.806720
ai_assumed_review,,"TYDV,109,建,32,20220408,1",2022,臺灣桃園地方法院民事,給付工程款,建,32,20220408,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202204/臺灣桃園地方法院民事/TYDV,109,建,32,20220408,1.json",31210005,160,5072569,5072569,1,0,未酌減,ok,17.256249274452,15.4393579533496,0.162530220677632,160,31703.55625,1,1,1,1,1,1,1,1,1,1,1,1,35,12,482,2,5,4,1,1,1,main_text_award,257857,257857,貳拾伍萬柒仟捌佰伍拾柒,0.663238,0.336762,3364320.518422,0.67423,0.32577,3420078.196870,0.668682,0.331318,3391935.584058,0.671542,0.328458,3406443.131398,0.732822,0.267178,3717290.159718,0.656828,0.343172,3331805.351132,0.695806,0.304194,3529523.945614,0.831624,0.168376,4218470.122056
ai_assumed_review,,"TPHV,108,建上,80,20210519,3",2021,臺灣高等法院民事,給付工程款,建上,80,20210519,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202105/臺灣高等法院民事/TPHV,108,建上,80,20210519,3.json",89935478,28,89935478,89935478,1,0,未酌減,ok,18.3146030600798,18.3146030600798,1,28,3211981.35714286,1,1,1,1,1,0,1,1,1,1,1,0,24,12,478,2,6,4,1,1,1,first_instance_dismissed_no_award,0,,0,0.663238,0.336762,59648626.557764,0.571434,0.428566,51392189.935452,0.573368,0.426632,51566125.149904,0.56996,0.43004,51259625.040880,0.627764,0.372236,56458255.411192,0.621534,0.378466,55897957.383252,0.655537,0.344463,58956033.441686,0.542239,0.457761,48766523.655242
ai_assumed_review,,"TPHV,109,建上,50,20230117,1",2023,臺灣高等法院民事,給付工程款,建上,50,20230117,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202301/臺灣高等法院民事/TPHV,109,建上,50,20230117,1.json",75418880,16,75418880,74215680,0.98404644,0.01595356,小幅酌減,ok,18.1385681995119,18.1385681995119,1,16,4713680,1,1,1,1,1,0,1,1,1,1,1,0,29,12,477,2,6,4,1,1,1,appeal_retained_amount,29704395,,貳仟玖佰柒拾萬肆仟參佰玖拾伍,0.663238,0.336762,50020667.133440,0.579754,0.420246,43724397.355520,0.580454,0.419546,43777190.571520,0.578392,0.421608,43621676.840960,0.668229,0.331771,50397082.763520,0.62809,0.37191,47369844.339200,0.655537,0.344463,49439866.338560,0.605201,0.394799,45643581.594880
ai_assumed_review,,"CHDV,111,建,48,20250619,1",2025,臺灣彰化地方法院民事,給付工程款,建,48,20250619,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202506/臺灣彰化地方法院民事/CHDV,111,建,48,20250619,1.json",82590623,10,92930001,15840001,0.17045089,0.82954911,大幅酌減,ok,18.2294067090446,18.3473570902943,1.12518827954597,10,9293000.1,1,1,1,1,1,0,1,1,1,1,1,0,28,12,477,2,5,4,1,0,1,main_text_award,15841114,15841114,"1,584萬1,114",0.663238,0.336762,61634708.003238,0.571239,0.428761,53085240.841239,0.572096,0.427904,53164881.852096,0.569562,0.430438,52929397.229562,0.617657,0.382343,57398865.627657,0.620429,0.379571,57656467.590429,0.655537,0.344463,60919054.065537,0.58767,0.41233,54612173.687670
ai_assumed_review,,"TCHV,108,建上更一,25,20220614,1",2022,臺灣高等法院臺中分院民事,給付工程款等,建上更一,25,20220614,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202206/臺灣高等法院臺中分院民事/TCHV,108,建上更一,25,20220614,1.json",4396823,44,99927796,2990007,0.02992167,0.97007833,全免或近乎全免,ok,15.2963927926336,18.4199584431559,22.7272728513292,44,2271086.27272727,1,1,1,1,1,1,1,1,1,1,1,1,26,12,475,2,4,4,0,1,1,appeal_retained_amount,3033583,,"303萬3,583",0.663238,0.336762,66275911.563448,0.620008,0.379992,61956032.942368,0.613824,0.386176,61338079.451904,0.614126,0.385874,61368257.646296,0.387345,0.612655,38706532.141620,0.60395,0.39605,60351392.394200,0.368934,0.631066,36866761.489464,0.435416,0.564584,43510161.223136
ai_assumed_review,,"TPDV,103,建,430,20220531,1",2022,臺灣臺北地方法院民事,給付工程款,建,430,20220531,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202205/臺灣臺北地方法院民事/TPDV,103,建,430,20220531,1.json",35802452,150,27160490,3395567,0.12501862,0.87498138,大幅酌減,ok,17.3935269406456,17.1172739017291,0.758620945850301,150,181069.933333333,1,1,1,0,1,0,1,1,1,0,1,0,36,12,472,2,4,3,1,1,0,main_text_award,4166765,4166765,肆佰壹拾陸萬陸仟柒佰陸拾伍,0.663238,0.336762,18013869.066620,0.617921,0.382079,16783037.141290,0.61272,0.38728,16641775.432800,0.61314,0.38686,16653182.838600,0.537664,0.462336,14603217.695360,0.639303,0.360697,17363782.738470,0.608595,0.391405,16529738.411550,0.413603,0.586397,11233660.145470
ai_assumed_review,,"TPDV,111,建,72,20231130,1",2023,臺灣臺北地方法院民事,給付工程款,建,72,20231130,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202311/臺灣臺北地方法院民事/TPDV,111,建,72,20231130,1.json",94818308,54,4930552,4930552,1,0,未酌減,ok,18.3674730709424,15.4109615072966,0.0519999998312562,54,91306.5185185185,1,1,1,1,1,1,1,1,1,1,1,1,33,12,467,2,4,4,1,1,1,main_text_award,1234889,1234889,"123萬4,889",0.663238,0.336762,3270129.447376,0.665257,0.334743,3280084.231864,0.661372,0.338628,3260929.037344,0.663328,0.336672,3270573.197056,0.792791,0.207209,3908897.250632,0.665299,0.334701,3280291.315048,0.742179,0.257821,3659352.152808,0.857648,0.142352,4228678.061696
ai_assumed_review,,"TPDV,105,建,293,20221130,3",2022,臺灣臺北地方法院民事,給付違約金等,建,293,20221130,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202211/臺灣臺北地方法院民事/TPDV,105,建,293,20221130,3.json",,30,6231023,6230650,0.99994014,5.986E-05,未酌減,ok,0,15.6450510827409,0,30,207700.766666667,1,1,1,0,1,0,1,1,1,0,1,0,24,12,460,2,5,4,1,1,1,main_text_award,7831696,7831696,柒佰捌拾參萬壹仟陸佰玖拾陸,0.663238,0.336762,4132651.232474,0.731552,0.268448,4558317.337696,0.732192,0.267808,4562305.192416,0.736346,0.263654,4588188.861958,0.727311,0.272689,4531891.569153,0.804136,0.195864,5010589.911128,0.709809,0.290191,4422836.204607,0.699663,0.300337,4359616.245249
ai_assumed_review,,"TPHV,110,建上,9,20221230,1",2022,臺灣高等法院民事,給付工程款,建上,9,20221230,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202212/臺灣高等法院民事/TPHV,110,建上,9,20221230,1.json",68832878,614,83819608,83819608,1,0,未酌減,ok,18.0471920666633,18.2441775237621,1.21772633130348,614,136514.019543974,1,1,1,0,1,0,1,1,1,0,1,0,34,12,447,2,4,2,0,1,0,appeal_retained_amount,49428591,,肆仟玖佰肆拾貳萬捌仟伍佰玖拾壹,0.663238,0.336762,55592349.170704,0.59572,0.40428,49933016.877760,0.585614,0.414386,49085935.919312,0.584943,0.415057,49029692.962344,0.675625,0.324375,56630622.655000,0.643002,0.356998,53896175.583216,0.654968,0.345032,54899161.012544,0.679087,0.320913,56920806.137896
ai_assumed_review,,"TNHV,110,建上,18,20251226,1",2025,臺灣高等法院臺南分院民事,給付工程款,建上,18,20251226,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202512/臺灣高等法院臺南分院民事/TNHV,110,建上,18,20251226,1.json",23186007,1,97242922,25529868,0.26253703,0.73746297,大幅酌減,ok,16.9590595081188,18.3927227563231,4.19403487629414,1,97242922,1,0,1,1,1,0,1,0,1,1,1,0,23,12,444,2,5,4,0,1,1,appeal_dismissed_no_main_amount,,,,0.663238,0.336762,64495201.101436,0.561185,0.438815,54571269.182570,0.559044,0.440956,54363072.086568,0.555648,0.444352,54032835.123456,0.407363,0.592637,39613168.434686,0.621425,0.378575,60429182.803850,0.369504,0.630496,35931648.650688,0.464187,0.535813,45138900.234414
ai_assumed_review,,"TPHV,109,建上,30,20220803,2",2022,臺灣高等法院民事,給付工程款,建上,30,20220803,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202208/臺灣高等法院民事/TPHV,109,建上,30,20220803,2.json",53390000,900,78197142,35663175,0.4560675,0.5439325,中度酌減,ok,17.7931340204764,18.1747436575331,1.46464023225323,900,86885.7133333333,1,1,1,1,1,0,1,1,1,1,1,0,36,12,442,2,5,2,0,0,1,main_text_award,1466705,1466705,壹佰肆拾陸萬陸仟柒佰零伍,0.663238,0.336762,51863316.065796,0.599098,0.400902,46847751.377916,0.589913,0.410087,46129510.628646,0.589864,0.410136,46125678.968688,0.622573,0.377427,48683429.286366,0.636441,0.363559,49767867.251622,0.654968,0.345032,51216625.701456,0.64715,0.35285,50605280.445300
