JID,decision_year,month,court,JTITLE,JCASE,JNO,JDATE,json_file,final_judgment_amount,final_judgment_amount_text,extraction_status,principal_award_total,principal_award_components,retained_award_total,retained_award_components,source_sentence,main_text_excerpt,main_amount_candidates,conclusion_amount_candidates,ai_allowed_penalty,ai_claimed_penalty,final_minus_ai_allowed_penalty,final_to_ai_allowed_penalty_ratio,manual_checked,review_note
"TPHV,109,建上,31,20220803,2",2022,202208,臺灣高等法院民事,給付工程款等,建上,31,20220803,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202208/臺灣高等法院民事/TPHV,109,建上,31,20220803,2.json",1466705,壹佰肆拾陸萬陸仟柒佰零伍,main_text_award,1466705,壹佰肆拾陸萬陸仟柒佰零伍=1466705,20324175,貳仟零參拾貳萬肆仟壹佰柒拾伍=20324175,二、中鼎工程股份有限公司應給付鼎台營造股份有限公司新臺幣壹佰肆拾陸萬陸仟柒佰零伍元，及自民國一百零五年五月二十日起至清償日止，按週年利率百分之五計算之利息。,壹、有關臺灣臺北地方法院107年度建字第60號事件上訴部分： 一、原判決關於命中鼎工程股份有限公司給付逾新臺幣貳仟零參拾貳萬肆仟壹佰柒拾伍元，及自民國一百零六年十二月二十八日起至清償日止，按週年利率百分之五計算之利息，暨該 部分假執行之宣告、訴訟費用之裁判（除確定部分外）均廢 棄。 二、上開廢棄部分，鼎台營造股份有限公司在第一審之訴及假執 行之聲請均駁回。 三、鼎台營造股份有限公司之上訴、中鼎工程股份有限公司之其 餘附帶上訴均駁回。 四、第一、二審（除確定部分外）訴訟費用，關於鼎台營造股份 有限公司上訴部分，由鼎台營造股份有限公司負擔；關於中 鼎工程股份有限公司附帶上訴部分，由中鼎工程股份有限公 司負擔百分之三十五，餘由鼎台營造股…,貳仟零參拾貳萬肆仟壹佰柒拾伍=20324175 ; 壹佰肆拾陸萬陸仟柒佰零伍=1466705 ; 肆拾捌萬玖仟=489000 ; 壹佰肆拾陸萬陸仟柒佰零伍=1466705,"1,533萬9千=15339000 ; 3,566萬3,175=35663175 ; 4,026萬4,875=40264875 ; 460萬1,700=4601700 ; 1,533萬9千=15339000 ; 2,032萬4,175=20324175 ; 2,032萬4,175=20324175 ; 2,032萬4,175=20324175 ; 1,533萬9千=15339000 ; 146萬6,705=1466705 ; 1億5,339萬=153390000 ; 1億7,819萬7,142=178197142 ; ...(+182)",35663175,78197142,-34196470,0.041127,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPHV,107,建上,43,20220823,1",2022,202208,臺灣高等法院民事,返還履約保證金等,建上,43,20220823,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202208/臺灣高等法院民事/TPHV,107,建上,43,20220823,1.json",66322180,陸仟陸佰參拾貳萬貳仟壹佰捌拾,main_text_award,66322180,陸仟陸佰參拾貳萬貳仟壹佰捌拾=66322180,,,上開廢棄部分，被上訴人應給付上訴人新臺幣陸仟陸佰參拾貳萬貳仟壹佰捌拾元，及其中新臺幣參仟參佰玖拾伍萬柒仟陸佰伍拾捌元，自民國一００年十月二十九日起，其餘新臺幣參仟貳佰參拾陸萬肆仟伍佰貳拾貳元，自本判決確定之翌日起，均至清償日止 ，均按年息百分之五計算之利息。,原判決關於駁回上訴人後開第二項之訴及該部分假執行聲請暨除 確定部分外之訴訟費用裁判均廢棄。 上開廢棄部分，被上訴人應給付上訴人新臺幣陸仟陸佰參拾貳萬貳仟壹佰捌拾元，及其中新臺幣參仟參佰玖拾伍萬柒仟陸佰伍拾捌元，自民國一００年十月二十九日起，其餘新臺幣參仟貳佰參拾陸萬肆仟伍佰貳拾貳元，自本判決確定之翌日起，均至清償日止 ，均按年息百分之五計算之利息。 其餘上訴駁回。 第一（除確定部分外）、二審訴訟費用由被上訴人負擔十分之二 ，餘由上訴人負擔。 本判決所命給付，於上訴人以新臺幣貳仟貳佰壹拾壹萬元供擔保 後得假執行。但被上訴人如以新臺幣陸仟陸佰參拾貳萬貳仟壹佰捌拾元為上訴人預供擔保，得免為假執行。,陸仟陸佰參拾貳萬貳仟壹佰捌拾=66322180 ; 參仟參佰玖拾伍萬柒仟陸佰伍拾捌=33957658 ; 參仟貳佰參拾陸萬肆仟伍佰貳拾貳=32364522 ; 貳仟貳佰壹拾壹萬=22110000 ; 陸仟陸佰參拾貳萬貳仟壹佰捌拾=66322180,1220萬6196=12206196 ; 6632萬2180=66322180 ; 3395萬7658=33957658 ; 3236萬4522=32364522 ; 1220萬6196=12206196 ; 6632萬2180=66322180 ; 3395萬7658=33957658 ; 3236萬4522=32364522 ; 500萬=5000000 ; 500萬=5000000 ; 500萬=5000000 ; 500萬=5000000 ; ...(+123),967672,97910051,65354508,68.537872,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPDV,109,建,151,20221031,2",2022,202210,臺灣臺北地方法院民事,給付工程款等,建,151,20221031,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202210/臺灣臺北地方法院民事/TPDV,109,建,151,20221031,2.json",50754513,伍仟零柒拾伍萬肆仟伍佰壹拾參,main_text_award,50754513,伍仟零柒拾伍萬肆仟伍佰壹拾參=50754513,,,被告應給付原告伍仟零柒拾伍萬肆仟伍佰壹拾參元，及自民國一百零八年十月二十九日起至清償日止，按週年利率百分之五計算 之利息。,被告應給付原告伍仟零柒拾伍萬肆仟伍佰壹拾參元，及自民國一百零八年十月二十九日起至清償日止，按週年利率百分之五計算 之利息。 原告其餘之訴駁回。 訴訟費用由被告負擔十分之三，餘由原告負擔。 本判決第一項於原告以新臺幣壹仟陸佰玖拾貳萬元為被告供擔保 後，得假執行；但被告如以新臺幣伍仟零柒拾伍萬肆仟伍佰壹拾參元為原告預供擔保，得免為假執行。 原告其餘假執行之聲請駁回。,伍仟零柒拾伍萬肆仟伍佰壹拾參=50754513 ; 壹仟陸佰玖拾貳萬=16920000 ; 伍仟零柒拾伍萬肆仟伍佰壹拾參=50754513,5075萬4513=50754513 ; 3萬5445=35445 ; 5928萬507=59280507 ; 4862萬2655=48622655 ; 4862萬2655=48622655 ; 5928萬507=59280507 ; 50萬6671=506671 ; 5928萬507=59280507 ; 2989萬3589=29893589 ; 2938萬6918=29386918 ; 2938萬6918=29386918 ; 8萬3463=83463 ; ...(+72),29893589,29893589,20860924,1.697839,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TNHV,109,建上,22,20221011,1",2022,202210,臺灣高等法院臺南分院民事,延遲給付工程款之利息等,建上,22,20221011,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202210/臺灣高等法院臺南分院民事/TNHV,109,建上,22,20221011,1.json",220619,"220,619",appeal_retained_amount,,,220619,"220,619=220619","原判決關於命被上訴人給付上訴人逾新臺幣220,619元本息部分 ，及該部分假執行之宣告，暨該訴訟費用負擔部分均廢棄。","上訴人上訴及追加之訴均駁回。 原判決關於命被上訴人給付上訴人逾新臺幣220,619元本息部分 ，及該部分假執行之宣告，暨該訴訟費用負擔部分均廢棄。 上開廢棄部分，上訴人在第一審之訴及假執行之聲請均駁回。 被上訴人其餘附帶上訴駁回。 廢棄部分第一、二審訴訟費用，由上訴人負擔。上訴、追加之訴 及其餘附帶上訴駁回部分第二審訴訟費用，由兩造各自負擔。 上訴人假執行之聲請駁回。","220,619=220619","544,471=544471 ; 30,793=30793 ; 77,788=77788 ; 112,038=112038 ; 220,619=220619 ; 30,793=30793 ; 77,788=77788 ; 112,038=112038 ; 396,754=396754 ; 28,199=28199 ; 30,793=30793 ; 77,788=77788 ; ...(+139)",396754,440838,-176135,0.55606,ai_assumed,主文以「逾/超過某金額部分廢棄」表示保留金額；本欄暫以保留額作為最後判決金額，需人工確認前審脈絡。
"ULDV,111,訴,67,20221004,1",2022,202210,臺灣雲林地方法院民事,給付工程款,訴,67,20221004,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202210/臺灣雲林地方法院民事/ULDV,111,訴,67,20221004,1.json",1221324,壹佰貳拾貳萬壹仟參佰貳拾肆,main_text_award,1221324,壹佰貳拾貳萬壹仟參佰貳拾肆=1221324,,,被告應給付原告新台幣壹佰貳拾貳萬壹仟參佰貳拾肆元，及自民 國一百一十一年二月十日起至清償日止，按年息百分之五計算之 利息。,被告應給付原告新台幣壹佰貳拾貳萬壹仟參佰貳拾肆元，及自民 國一百一十一年二月十日起至清償日止，按年息百分之五計算之 利息。 原告其餘之訴駁回。 訴訟費用由被告五分之四，餘由原告負擔。 本判決於原告供擔保新台幣肆拾壹萬元後，得假執行;但被告得 為原告預供擔保新台幣壹佰貳拾貳萬壹仟參佰貳拾肆元後，免為 假執行。 原告其餘假執行之聲請駁回。,壹佰貳拾貳萬壹仟參佰貳拾肆=1221324 ; 肆拾壹萬=410000 ; 壹佰貳拾貳萬壹仟參佰貳拾肆=1221324,"195,725=195725 ; 1,565,800=1565800 ; 1,565,800=1565800 ; 1,565,800=1565800 ; 7,829,000=7829000 ; 344,476=344476 ; 1,221,324=1221324 ; 1,221,324=1221324 ; 7,829,000=7829000 ; 1,565,800=1565800 ; 1,565,800=1565800 ; 344,476=344476 ; ...(+10)",1221324,1565800,0,1.0,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPDV,105,建,293,20221130,3",2022,202211,臺灣臺北地方法院民事,給付違約金等,建,293,20221130,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202211/臺灣臺北地方法院民事/TPDV,105,建,293,20221130,3.json",7831696,柒佰捌拾參萬壹仟陸佰玖拾陸,main_text_award,7831696,柒佰捌拾參萬壹仟陸佰玖拾陸=7831696,,,被告應給付原告新臺幣柒佰捌拾參萬壹仟陸佰玖拾陸元，及自民 國一○五年八月三十日起至清償之日止，按年利率百分之五計算 之利息。,被告應給付原告新臺幣柒佰捌拾參萬壹仟陸佰玖拾陸元，及自民 國一○五年八月三十日起至清償之日止，按年利率百分之五計算 之利息。 原告其餘之訴駁回。 訴訟費用由被告負擔五分之四，餘由原告負擔。 本判決第一項於原告以新臺幣貳佰陸拾萬元供擔保後，得假執行 。但被告如以新臺幣柒佰捌拾參萬壹仟陸佰玖拾陸元為原告預供 擔保，得免為假執行。 原告其餘假執行之聲請駁回。,柒佰捌拾參萬壹仟陸佰玖拾陸=7831696 ; 貳佰陸拾萬=2600000 ; 柒佰捌拾參萬壹仟陸佰玖拾陸=7831696,783萬1696=7831696 ; 783萬1696=7831696 ; 0=0 ; 589萬1035=5891035 ; 176萬0527=1760527 ; 589萬1035=5891035 ; 84萬5579=845579 ; 37萬2583=372583 ; 34萬7281=347281 ; 955萬6620=9556620 ; 955萬6620=9556620 ; 878萬1833=8781833 ; ...(+53),6230650,6231023,1601046,1.256963,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"KSDV,107,建,28,20221130,2",2022,202211,臺灣高雄地方法院民事,給付工程款,建,28,20221130,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202211/臺灣高雄地方法院民事/KSDV,107,建,28,20221130,2.json",52288553,伍仟貳佰貳拾捌萬捌仟伍佰伍拾參,main_text_award,52288553,伍仟貳佰貳拾捌萬捌仟伍佰伍拾參=52288553,,,被告應給付原告新臺幣伍仟貳佰貳拾捌萬捌仟伍佰伍拾參元，及 自民國一０六年十二月十三日起至清償日止，按週年利率百分之 五計算之利息。,被告應給付原告新臺幣伍仟貳佰貳拾捌萬捌仟伍佰伍拾參元，及 自民國一０六年十二月十三日起至清償日止，按週年利率百分之 五計算之利息。 原告其餘之訴駁回。 訴訟費用由被告負擔二分之一，餘由原告負擔。 本判決第一項於原告以新臺幣壹仟柒佰肆拾參萬元為被告預供擔 保後得假執行。但被告如以新臺幣伍仟貳佰貳拾捌萬捌仟伍佰伍拾參元為原告預供擔保，得免為假執行。 原告其餘假執行之聲請駁回。,伍仟貳佰貳拾捌萬捌仟伍佰伍拾參=52288553 ; 壹仟柒佰肆拾參萬=17430000 ; 伍仟貳佰貳拾捌萬捌仟伍佰伍拾參=52288553,"34,652,334=34652334 ; 30,060,040=30060040 ; 2,300,932=2300932 ; 52,288,553=52288553 ; 84,649,525=84649525 ; 30,060,040=30060040 ; 2,300,932=2300932 ; 52,288,553=52288553 ; 52,288,553=52288553 ; 508,839,888=508839888 ; 424,190,363=424190363 ; 84,649,525=84649525 ; ...(+75)",38480,839888,52250073,1358.85013,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPHV,110,建上,9,20221230,1",2022,202212,臺灣高等法院民事,給付工程款,建上,9,20221230,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202212/臺灣高等法院民事/TPHV,110,建上,9,20221230,1.json",49428591,肆仟玖佰肆拾貳萬捌仟伍佰玖拾壹,appeal_retained_amount,,,49428591,肆仟玖佰肆拾貳萬捌仟伍佰玖拾壹=49428591,一、原判決關於命臺北市政府環境保護局給付逾新臺幣肆仟玖佰肆拾貳萬捌仟伍佰玖拾壹元本息，及該部分假執行之宣告， 暨命臺北市政府環境保護局負擔訴訟費用之裁判均廢棄。,一、原判決關於命臺北市政府環境保護局給付逾新臺幣肆仟玖佰肆拾貳萬捌仟伍佰玖拾壹元本息，及該部分假執行之宣告， 暨命臺北市政府環境保護局負擔訴訟費用之裁判均廢棄。 二、上開廢棄部分，福清營造股份有限公司在第一審之訴及假執 行之聲請均駁回。 三、臺北市政府環境保護局其餘上訴駁回。 四、福清營造股份有限公司之上訴駁回。 五、第一審訴訟費用關於廢棄部分，及第二審訴訟費用關於臺北 市政府環境保護局上訴部分，均由臺北市政府環境保護局負 擔百分之八十五，餘由福清營造股份有限公司負擔；第二審 訴訟費用關於福清營造股份有限公司上訴部分，由福清營造 股份有限公司負擔。,肆仟玖佰肆拾貳萬捌仟伍佰玖拾壹=49428591,"695萬1,345=6951345 ; 56萬9,600=569600 ; 80萬0,645=800645 ; 4萬0,032=40032 ; 80萬0,645=800645 ; 4,858萬7,914=48587914 ; 80萬0,645=800645 ; 4萬0,032=40032 ; 4,942萬8,591=49428591 ; 4,858萬7,914=48587914 ; 80萬0,645=800645 ; 4萬0,032=40032 ; ...(+100)",83819608,83819608,-34391017,0.589702,ai_assumed,主文以「逾/超過某金額部分廢棄」表示保留金額；本欄暫以保留額作為最後判決金額，需人工確認前審脈絡。
"CYDV,109,建,4,20230109,3",2023,202301,臺灣嘉義地方法院民事,給付工程款,建,4,20230109,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202301/臺灣嘉義地方法院民事/CYDV,109,建,4,20230109,3.json",0,0,first_instance_dismissed_no_award,,,,,原告之訴及假執行之聲請均駁回。 訴訟費用由原告負擔。,原告之訴及假執行之聲請均駁回。 訴訟費用由原告負擔。,,"3,487,008=3487008 ; 3,487,008=3487008 ; 3,487,008=3487008 ; 3,487,008=3487008 ; 3,487,008=3487008 ; 3,487,008=3487008 ; 3,487,008=3487008 ; 3,487,008=3487008 ; 3,487,008=3487008 ; 3,487,008=3487008 ; 1,363,830=1363830 ; 45,958=45958 ; ...(+51)",3487008,3487008,-3487008,0.0,ai_assumed,主文顯示一審/本訴請求駁回且未命令給付，暫記為 0。
"TPHV,109,建上,50,20230117,1",2023,202301,臺灣高等法院民事,給付工程款,建上,50,20230117,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202301/臺灣高等法院民事/TPHV,109,建上,50,20230117,1.json",29704395,貳仟玖佰柒拾萬肆仟參佰玖拾伍,appeal_retained_amount,,,29704395,貳仟玖佰柒拾萬肆仟參佰玖拾伍=29704395,原判決（除減縮部分外）關於命上訴人給付逾新臺幣貳仟玖佰柒拾萬肆仟參佰玖拾伍元，及自民國一○八年一月三十一日起至清償日止，按週年利率百分之五計算之利息；,原判決（除減縮部分外）關於命上訴人給付逾新臺幣貳仟玖佰柒拾萬肆仟參佰玖拾伍元，及自民國一○八年一月三十一日起至清償日止，按週年利率百分之五計算之利息；及該部分假執行之宣 告，暨訴訟費用之裁判均廢棄。 上開廢棄部分，被上訴人在第一審之訴及假執行之聲請均駁回。 其餘上訴駁回。 第一（除減縮部分外）、二審訴訟費用由上訴人負擔百分之九十一，餘由被上訴人負擔。,貳仟玖佰柒拾萬肆仟參佰玖拾伍=29704395,7421萬5680=74215680 ; 1475萬8800=14758800 ; 270萬=2700000 ; 175萬=1750000 ; 1475萬8800=14758800 ; 137萬9587=1379587 ; 200萬3626=2003626 ; 285萬540=2850540 ; 3270萬4395=32704395 ; 4億2168萬=421680000 ; 3270萬4395=32704395 ; 42萬1680=421680 ; ...(+37),74215680,75418880,-44511285,0.400244,ai_assumed,主文以「逾/超過某金額部分廢棄」表示保留金額；本欄暫以保留額作為最後判決金額，需人工確認前審脈絡。
"TPDV,111,建,106,20230119,1",2023,202301,臺灣臺北地方法院民事,確認工程款債權存在等,建,106,20230119,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202301/臺灣臺北地方法院民事/TPDV,111,建,106,20230119,1.json",0,0,first_instance_dismissed_no_award,,,,,原告之訴及假執行之聲請均駁回。 訴訟費用由原告負擔。,原告之訴及假執行之聲請均駁回。 訴訟費用由原告負擔。,,123萬7321=1237321 ; 2000萬7945=20007945 ; 123萬7321=1237321 ; 2016萬2495=20162495 ; 515萬9017=5159017 ; 515萬9017=5159017 ; 2942萬4057=29424057 ; 8萬3964=83964 ; 19萬9750=199750 ; 2930萬8271=29308271 ; 2942萬4057=29424057 ; 8萬3964=83964 ; ...(+124),20007945,20007945,-20007945,0.0,ai_assumed,主文顯示一審/本訴請求駁回且未命令給付，暫記為 0。
"TPHV,107,建上,38,20230221,1",2023,202302,臺灣高等法院民事,給付違約金等,建上,38,20230221,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202302/臺灣高等法院民事/TPHV,107,建上,38,20230221,1.json",1395259,壹佰參拾玖萬伍仟貳佰伍拾玖,main_text_award,1395259,壹佰參拾玖萬伍仟貳佰伍拾玖=1395259,,,上訴人豪昱營造股份有限公司、互立機電工程股份有限公司應再連帶給付上訴人國立陽明交通大學新臺幣壹佰參拾玖萬伍仟貳佰伍拾玖元，及自民國一Ｏ六年三月四日起至清償日止，按年息百 分之五計算之利息。,原判決關於駁回上訴人國立陽明交通大學後開第二項之訴部分， 及該部分假執行之聲請，暨訴訟費用之裁判均廢棄。 上訴人豪昱營造股份有限公司、互立機電工程股份有限公司應再連帶給付上訴人國立陽明交通大學新臺幣壹佰參拾玖萬伍仟貳佰伍拾玖元，及自民國一Ｏ六年三月四日起至清償日止，按年息百 分之五計算之利息。 上訴人國立陽明交通大學之其餘上訴均駁回。 上訴人豪昱營造股份有限公司、互立機電工程股份有限公司之上 訴及追加之訴、追加部分假執行之聲請均駁回。 第一、二審訴訟費用（含追加之訴），由上訴人國立陽明交通大 學負擔百分之五，餘由上訴人豪昱營造股份有限公司、互立機電 工程股份有限公司連帶負擔。 本判決所命給付部分，於上訴人國立陽明交通大學以新臺幣肆…,壹佰參拾玖萬伍仟貳佰伍拾玖=1395259 ; 肆拾陸萬伍仟=465000 ; 壹佰參拾玖萬伍仟貳佰伍拾玖=1395259,"923萬8,887=9238887 ; 1,696萬9,384=16969384 ; 312萬9,909=3129909 ; 1,338萬6,979=13386979 ; 923萬8,887=9238887 ; 4,272萬5,159=42725159 ; 3,770萬9,742=37709742 ; 3,770萬9,742=37709742 ; 326萬0,864=3260864 ; 163萬0,432=1630432 ; 2,529萬1,080=25291080 ; 185萬9,108=1859108 ; ...(+119)",37709742,37709742,-36314483,0.037,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPDV,110,建,16,20230214,1",2023,202302,臺灣臺北地方法院民事,給付工程款等,建,16,20230214,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202302/臺灣臺北地方法院民事/TPDV,110,建,16,20230214,1.json",7159618,伍佰柒拾捌萬壹仟零陸拾伍 + 壹佰參拾柒萬捌仟伍佰伍拾參,main_text_award,7159618,伍佰柒拾捌萬壹仟零陸拾伍=5781065 ; 壹佰參拾柒萬捌仟伍佰伍拾參=1378553,,,被告應給付原告新臺幣伍佰柒拾捌萬壹仟零陸拾伍元，及其中肆拾捌萬捌仟伍佰陸拾玖元自民國一百零九年六月十八日起，其中 壹佰貳拾貳萬壹仟肆佰貳拾肆元自民國一百零九年八月三十一日 起，其中肆佰零柒萬壹仟零柒拾貳元自民國一百一十年一月十五 日起，均至清償日止，按週年利率百分之五計算之利息。 || 被告應將支票號碼MD0000000，票面金額新臺幣壹佰參拾柒萬捌仟伍佰伍拾參元之支票一紙返還予原告。,被告應給付原告新臺幣伍佰柒拾捌萬壹仟零陸拾伍元，及其中肆拾捌萬捌仟伍佰陸拾玖元自民國一百零九年六月十八日起，其中 壹佰貳拾貳萬壹仟肆佰貳拾肆元自民國一百零九年八月三十一日 起，其中肆佰零柒萬壹仟零柒拾貳元自民國一百一十年一月十五 日起，均至清償日止，按週年利率百分之五計算之利息。 被告應將支票號碼MD0000000，票面金額新臺幣壹佰參拾柒萬捌仟伍佰伍拾參元之支票一紙返還予原告。 原告其餘之訴駁回。 訴訟費用由被告負擔十分之七，餘由原告負擔。 本判決第一項於原告以新臺幣壹佰玖拾參萬元為被告供擔保後， 得假執行；但被告如以新臺幣伍佰柒拾捌萬壹仟零陸拾伍元為原 告預供擔保，得免為假執行。 本判決第二項於原告以新臺幣肆拾陸萬元為被告供擔…,伍佰柒拾捌萬壹仟零陸拾伍=5781065 ; 肆拾捌萬捌仟伍佰陸拾玖=488569 ; 壹佰貳拾貳萬壹仟肆佰貳拾肆=1221424 ; 肆佰零柒萬壹仟零柒拾貳=4071072 ; 壹佰參拾柒萬捌仟伍佰伍拾參=1378553 ; 壹佰玖拾參萬=1930000 ; 伍佰柒拾捌萬壹仟零陸拾伍=5781065 ; 肆拾陸萬=460000 ; 壹佰參拾柒萬捌仟伍佰伍拾參=1378553,578萬1065=5781065 ; 48萬8569=488569 ; 122萬1424=1221424 ; 407萬1072=4071072 ; 371萬3142=3713142 ; 322萬4561=3224561 ; 269萬2557=2692557 ; 271萬4276=2714276 ; 271萬4276=2714276 ; 54萬2854=542854 ; 214萬9708=2149708 ; 269萬2562=2692562 ; ...(+168),2692562,2714276,4467056,2.659036,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPDV,107,建,250,20230331,1",2023,202303,臺灣臺北地方法院民事,給付工程款,建,250,20230331,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202303/臺灣臺北地方法院民事/TPDV,107,建,250,20230331,1.json",547184,伍拾肆萬柒仟壹佰捌拾肆,main_text_award,547184,伍拾肆萬柒仟壹佰捌拾肆=547184,,,被告應給付原告新臺幣伍拾肆萬柒仟壹佰捌拾肆元。,被告應給付原告新臺幣伍拾肆萬柒仟壹佰捌拾肆元。 原告其餘之訴駁回。 訴訟費用由被告負擔百分之十七，餘由原告負擔。 本判決第一項於原告以新臺幣壹拾玖萬元為被告供擔保後，得假 執行；但被告如以新臺幣伍拾肆萬柒仟壹佰捌拾肆元為原告預供 擔保，得免為假執行。 原告其餘假執行之聲請駁回。,伍拾肆萬柒仟壹佰捌拾肆=547184 ; 壹拾玖萬=190000 ; 伍拾肆萬柒仟壹佰捌拾肆=547184,"429,506,776=429506776 ; 15,032,737=15032737 ; 15,032,737=15032737 ; 180,000,000=180000000 ; 429,506,776=429506776 ; 15,032,737=15032737 ; 15,032,737=15032737 ; 伍拾肆萬柒仟壹佰捌拾肆=547184 ; 壹拾玖萬=190000 ; 伍拾肆萬柒仟壹佰捌拾肆=547184 ; 29,739,474=29739474 ; 29,696,974=29696974 ; ...(+36)",8409800,429506776,-7862616,0.065065,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
"TPHV,111,建上,4,20230412,2",2023,202304,臺灣高等法院民事,給付工程款,建上,4,20230412,"02_輸入資料/法律課程資料庫-20260707T080337Z-3-001/法律課程資料庫/依年份分類/202304/臺灣高等法院民事/TPHV,111,建上,4,20230412,2.json",590328,伍拾玖萬零參佰貳拾捌,main_text_award,590328,伍拾玖萬零參佰貳拾捌=590328,,,被上訴人應再給付上訴人新臺幣伍拾玖萬零參佰貳拾捌元，及自 民國一０五年九月二十四日起至清償日止，按年息百分之五計算 之利息。,原判決關於駁回上訴人後開第二項之訴部分，暨訴訟費用之裁判 均廢棄。 被上訴人應再給付上訴人新臺幣伍拾玖萬零參佰貳拾捌元，及自 民國一０五年九月二十四日起至清償日止，按年息百分之五計算 之利息。 其餘上訴駁回。 附帶上訴駁回。 第一、二審訴訟費用，關於上訴部分，由被上訴人負擔百分之二 ，餘由上訴人負擔；關於附帶上訴部分，由附帶上訴人負擔。,伍拾玖萬零參佰貳拾捌=590328,"33萬1,457=331457 ; 19萬6,309=196309 ; 2萬5,064=25064 ; 3萬7,498=37498 ; 31萬3,840=313840 ; 90萬4,168=904168 ; 90萬4,168=904168 ; 59萬328=590328 ; 90萬4,168=904168 ; 31萬3,840=313840 ; 59萬328=590328 ; 150萬=1500000 ; ...(+168)",669926,4054624,-79598,0.881184,ai_assumed,主文直接命令給付/返還之本金金額；多筆本金時已加總，仍建議人工確認。
